GeneSymbol	TCGA-A6-3807-01A-22	TCGA-A6-3808-01A-22	TCGA-A6-3810-01A-22	TCGA-AA-3518-01A-11	TCGA-AA-3525-01A-12	TCGA-AA-3526-01A-11	TCGA-AA-3529-01A-12	TCGA-AA-3531-01A-22	TCGA-AA-3534-01A-22	TCGA-AA-3552-01A-22	TCGA-AA-3554-01A-22	TCGA-AA-3558-01A-22	TCGA-AA-3561-01A-22	TCGA-AA-3664-01A-22	TCGA-AA-3666-01A-31	TCGA-AA-3672-01A-22	TCGA-AA-3684-01A-31	TCGA-AA-3695-01A-22	TCGA-AA-3710-01A-22	TCGA-AA-3715-01A-22	TCGA-AA-3818-01A-22	TCGA-AA-3848-01A-22	TCGA-AA-3864-01A-22	TCGA-AA-3986-01A-12	TCGA-AA-3989-01A-22	TCGA-AA-A004-01A-22	TCGA-AA-A00A-01A-22	TCGA-AA-A00E-01A-31	TCGA-AA-A00F-01A-31	TCGA-AA-A00J-01A-12	TCGA-AA-A00K-01A-12	TCGA-AA-A00N-01A-32	TCGA-AA-A00O-01A-13	TCGA-AA-A00R-01A-22	TCGA-AA-A00U-01A-41	TCGA-AA-A010-01A-31	TCGA-AA-A017-01A-22	TCGA-AA-A01C-01A-22	TCGA-AA-A01D-01A-23	TCGA-AA-A01F-01A-23	TCGA-AA-A01I-01A-12	TCGA-AA-A01K-01A-31	TCGA-AA-A01P-01A-23	TCGA-AA-A01R-01A-23	TCGA-AA-A01S-01A-23	TCGA-AA-A01T-01A-23	TCGA-AA-A01V-01A-24	TCGA-AA-A01X-01A-23	TCGA-AA-A01Z-01A-13	TCGA-AA-A022-01A-23	TCGA-AA-A024-01A-32	TCGA-AA-A029-01A-41	TCGA-AA-A02E-01A-23	TCGA-AA-A02H-01A-32	TCGA-AA-A02J-01A-23	TCGA-AA-A02O-01A-23	TCGA-AA-A02R-01A-23	TCGA-AA-A02Y-01A-31	TCGA-AA-A03F-01A-41	TCGA-AA-A03J-01A-23	TCGA-AF-2691-01A-41	TCGA-AF-2692-01A-41	TCGA-AF-3400-01A-41	TCGA-AF-3913-01A-12	TCGA-AG-3574-01A-22	TCGA-AG-3580-01A-22	TCGA-AG-3584-01A-22	TCGA-AG-3593-01A-22	TCGA-AG-3594-01A-12	TCGA-AG-4007-01A-22	TCGA-AG-A002-01A-23	TCGA-AG-A008-01A-23	TCGA-AG-A00C-01A-23	TCGA-AG-A00H-01A-22	TCGA-AG-A00Y-01A-12	TCGA-AG-A011-01A-32	TCGA-AG-A014-01A-12	TCGA-AG-A015-01A-51	TCGA-AG-A016-01A-23	TCGA-AG-A01J-01A-22	TCGA-AG-A01L-01A-22	TCGA-AG-A01N-01A-23	TCGA-AG-A01W-01A-23	TCGA-AG-A01Y-01A-43	TCGA-AG-A020-01A-23	TCGA-AG-A026-01A-71	TCGA-AG-A02N-01A-31	TCGA-AG-A02X-01A-32	TCGA-AG-A032-01A-31	TCGA-AG-A036-01A-22
CLIC1	6.312822464	5.775138358	6.45318831	6.062423969	6.006597245	6.45318831	5.934359234	6.684818738	5.687340687	6.804432224	6.155020578	6.236620172	6.251592867	5.856155744	6.229203358	5.769066437	6.385948658	6.400310214	6.145677455	6.568538865	5.475517281	6.46128844	5.682666927	5.864351251	6.669404781	5.751677946	6.413063715	6.448900951	6.378106965	5.917193037	6.055716264	5.80451827	6.309006369	6.040454121	6.240059863	6.069458719	6.300489844	6.304754391	5.993070471	6.85532532	6.82281511	6.258958551	6.040454121	6.464994927	6.040454121	6.609991295	6.04701482	6.304754391	6.482686971	6.312822464	5.961005868	6.052676724	6.236620172	6.647602329	6.584060534	5.391630262	6.190878198	5.81112847	6.614709844	7.174659417	6.614709844	6.15839089	6.236620172	6.534808661	5.998496409	6.019405399	6.444600814	6.664340612	6.258958551	6.653442239	5.913767058	6.896352588	7.014280895	6.217489241	6.773864494	6.106850796	6.370977951	6.91201108	6.240059863	5.8372705	6.46128844	6.340443582	6.209713287	5.289342665	6.255248932	6.138459539	5.975293897	6.148662998	6.524815928	6.45318831
CLIC2	2.021479727	2.811471031	2.322889571	2.984893108	3.420437487	2.934830986	3.060047384	3.273018494	3.660685273	3.415488271	2.172060746	1.382206107	2.007195501	2.088593923	2.135315965	2.341036918	2.61117238	2.161350266	2.310340121	4.112144074	3.089159132	2.404176507	1.900464326	3.263034406	2.393233129	2.927264386	2.938599455	2.582556003	2.914564523	2.35614381	2.597729797	2.621368147	2.816940971	2.846660459	2.019108823	3.542670779	2.610385098	3.023255352	2.559083869	1.448900951	2.448019916	3.152724261	2.207892852	2.778208576	1.481987743	2.716625146	2.765534746	2.59614005	2.811471031	2.704871964	2.567220918	1.98550043	1.887525271	2.387730153	1.869213392	2.62058641	3.105454595	2.475084883	2.139687771	2.772589504	2.115477217	2.584962501	3.025028794	1.807354922	2.765534746	2.385891154	2.243872149	2.592955291	3.383128251	2.004800986	3.096486765	2.343881536	1.560714954	2.801848446	2.931052646	2.973305133	2.704871964	2.294743266	1.987927168	3.277984747	3.147306699	2.174193333	2.070389328	3.531485435	1.004800986	1.82374936	2.207892852	2.554179518	1.559083869	3.379436131
CLIC4	3.759155834	5.261781523	5.03972331	4.401903472	4.307914199	4.341036918	5.062783716	4.913288367	5.138049896	4.434739414	4.889473543	3.61156586	3.351439877	3.055427059	4.035037329	3.967783436	4.770124261	4.732450113	4.116309301	5.548231098	5.268783696	4.508428653	4.381744813	4.499527024	4.665999073	4.481557281	5.004800986	4.249950929	5.02103548	3.90014226	4.815233841	4.941419362	4.258016331	5.114644653	4.066376265	4.213606503	4.031512828	4.989441808	5.313729572	3.555816155	4.654206378	5.307549959	5.101257864	3.962240524	3.668270438	4.173127433	4.764473551	3.83052577	4.321928095	4.393233129	3.99034983	3.933887328	4.19429722	4.409164613	4.315662832	4.43206858	5.004800986	4.016139703	4.035037329	4.083780688	3.408711861	5.335926241	4.720643289	5.191931068	5.447468996	4.333423734	3.857317535	4.412104045	4.468583317	4.349082146	4.050791891	4.035037329	3.845991771	4.950468414	4.483923237	4.379667166	4.291063232	4.24691474	3.828496187	5.099295204	4.478540442	3.650764559	4.232660757	5.607626221	4.236492618	4.611959233	3.109917692	4.314696526	4.564174901	5.054124923
CLIC5	3.969626351	3.687434008	4.351439877	4.067523994	2.979415668	3.421335523	3.394148254	4.474652356	3.862616696	4.118248967	4.027979696	3.283921772	3.576118982	2.630716096	3.915839552	3.653060017	4.282933963	3.878071355	3.661825593	5.023994551	3.550900665	3.573697675	3.460305714	3.09085343	3.884272293	3.693022247	3.675815931	3.705240704	4.531069493	3.556633778	3.93797206	3.62058641	3.345774837	3.818305222	3.869213392	3.763765654	3.561529806	4.119356177	4.129008192	3.710393192	3.550079786	3.904644656	3.618238656	3.811471031	3.089724119	3.637687522	3.231125158	3.513490746	4.160274831	4.340087464	3.172594188	3.701549057	3.43206858	4.281945477	3.862616696	3.376660828	4.130107179	3.383128251	4.088593923	4.244887059	3.408711861	4.162961916	4.018515488	4.03445051	3.484567824	4.077242999	3.857317535	4.467714224	3.736965594	3.61980425	3.838951767	3.692278398	3.544732656	3.53812425	4.107687869	3.561529806	3.904965719	4.401903472	3.527320608	3.958533383	3.859307002	3.07153387	3.318075769	3.648465443	3.42312992	3.649998594	2.732631004	2.883620816	3.945794957	4.294743266
CLIC6	3.824428435	3.428053035	4.285648812	3.752034916	2.676568315	3.109917692	3.060047384	4.169925001	3.128183402	3.541019153	3.776103988	3.029747343	3.469017667	2.866578332	3.806667761	3.429392792	4.166179824	3.662965013	3.305970521	4.532109123	3.43784915	3.121015401	3.147849371	2.719548541	3.436961338	3.445373578	2.938599455	3.64385619	4.295723025	3.151642375	3.816258361	3.306456686	2.938599455	3.60841501	3.71918344	3.704134202	3.093672847	3.877417071	4.022071845	3.555816155	3.413684338	3.550079786	3.511805354	3.460305714	2.801848446	3.239296196	2.569653111	3.26102927	3.685192638	3.305484192	2.27897595	3.558675809	3.43206858	4.14459027	3.600111137	2.967168608	3.800468536	3.058893689	3.828496187	4.162961916	3.408711861	3.973917353	3.560714954	3.881990836	3.152724261	3.84899843	3.191141487	4.341036918	3.654588296	3.460305714	3.436961338	3.582957365	3.360832456	3.284415423	4.107687869	3.297680549	3.55540717	4.24691474	3.344355094	4.035037329	3.643086547	2.690789548	3.12763328	3.401448435	3.265536913	3.555816155	2.485426827	2.102098188	3.945794957	3.926632041
CLINT1	2.8372705	1.371094152	2.009586049	3.372023424	3.420437487	3.272520928	3.060047384	2.544320516	3.300123725	3.185866545	3.341036918	3.397802962	2.91201108	2.630716096	3.300123725	3.180041746	1.461179281	3.555816155	3.743802172	2.416839742	2.793549123	2.880359013	3.64347142	2.542670779	3.315662832	2.425817338	2.752748591	2.929790998	2.582556003	2.088593923	2.225480603	1.562344198	0.980634675	2.672048117	3.379898164	2.396890153	2.440952198	3.023255352	2.114367025	3.242856524	2.65229527	2.597729797	2.207892852	2.597729797	2.94673086	3.239296196	3.345774837	2.113255978	2.811471031	3.045559463	2.992768431	3.089159132	2.172060746	2.387730153	1.271027197	3.499101764	2.542670779	2.927896454	2.391401135	2.772589504	2.765534746	3.289834465	2.559899642	2.927264386	2.352381891	3.53812425	3.191141487	2.367371066	2.914564523	2.874469118	3.436961338	3.09085343	2.917749985	2.801848446	2.488000771	3.430285273	2.341036918	2.49057013	2.358021097	2.975141013	1.385891154	2.690789548	3.499527024	2.842643672	3.265536913	2.992768431	3.438292852	3.151642375	3.172060746	2.251971511
CLIP1	0	1.371094152	0	1.312277925	1.141868716	1.76836079	1.915839552	2.275007047	1.03796785	1.31421313	2.172060746	2.135315965	2.499101764	2.380360048	1.59454855	2.341036918	0.812840461	2.161350266	2.861293729	0.019108823	2.40780593	1.385891154	1.209973162	0	1.559083869	0.701918647	1.461179281	1.76836079	1.398715194	1.754174884	1.074962058	0.009586049	2.169925001	1.765534746	1.775401776	1.461179281	2.086330872	0.519374159	0.009586049	1.887525271	2.448019916	2.597729797	2.704871964	2.938599455	1.481987743	1.054269663	1.762703156	2.372952098	1.310340121	2.495695163	1.514332704	2.581752944	1.887525271	0.804604311	0	1.874469118	1.801848446	2.927896454	0	2.772589504	2.115477217	2.748461233	2.207892852	2.113255978	3.056583528	1.814208593	1.294743266	1.826463745	1.552541023	2.004800986	0	1.734077315	2.030924573	1.389566812	1.831877241	1.748461233	1.492280498	2.49057013	3.344355094	0.799087306	1.385891154	1	0.948600847	2.842643672	0	1.124328135	3.438292852	2.102098188	0	2.552541023
CLIP2	0.707819249	0	0.995182984	0.635367454	2.31421313	1.329602023	1.584962501	0.565597176	0	1.701918647	1.40780593	1.382206107	1.698959272	0.659924558	1.59454855	1.318075769	1.834576391	1.396890153	1.141868716	0.019108823	0.799087306	1.973305133	1.580145484	0	1.559083869	1.329602023	0.821029859	2.207892852	1.803227036	1.329602023	2.597729797	1.562344198	1.385891154	0	1.047305715	0.815575429	1.597729797	0.519374159	0.009586049	2.807354922	1.578536232	1.389566812	2.704871964	0.352381891	1.084064265	1.509273569	1.762703156	1.081794091	2.586564605	1.321928095	0.884923476	2.581752944	1.531069493	1.440066294	1.869213392	0.559083869	0.739848103	0.787989597	1.197446064	1.59454855	0.980634675	0.948600847	1.113255978	1.807354922	2.352381891	1.385891154	0.635367454	2.367371066	0	2.004800986	0.804604311	0.701918647	2.382206107	1.389566812	1.559083869	0.635367454	2.542670779	1.810100299	1.987927168	1.450661409	1.385891154	1.475084883	0.948600847	1.318075769	0	0.565597176	1.450661409	0	0	0.742724863
CLMN	1.337235348	0	0	0.635367454	1.141868716	1.329602023	0.578536232	1.59454855	1.03796785	1.701918647	0.748461233	1.382206107	0.629162305	0.659924558	0	0	0	1.396890153	0	0.019108823	0	0.975752454	0.591360272	0	1.184809239	2.212050477	0	0	2.112144074	0	1.074962058	0.009586049	0	0	0.559083869	0	0.333423734	1.03796785	1.461179281	0.742724863	1.141868716	0	1.418639736	0	1.481987743	2.207892852	0	0	0	0.659924558	2.27897595	0.995182984	0	0.804604311	1.271027197	1.141868716	0.739848103	1.310340121	0.591360272	0	0	0.348610138	0	0.754174884	0	0.731183242	1.684070646	0.776805859	1.184809239	0.799087306	0.804604311	1.359895945	0	0.748461233	0.27897595	0	0	0.565597176	0	0.799087306	1.807354922	0.385891154	1.600904045	0	0	0	0	2.554179518	0.946106992	0
CLPP	2.021479727	0	3.441837559	2.207892852	0	3.109917692	2.398715194	3.273018494	2.099856237	2.252980741	1.83052577	2.135315965	2.253989266	3.384049807	1.59454855	2.063502942	2.151642375	2.161350266	3.305970521	0.019108823	2.793549123	3.121015401	1.580145484	1.976974559	2.597729797	3.043811094	1.86393845	2.207892852	1.803227036	2.088593923	1.074962058	1.562344198	2.169925001	3.126532406	3.462924829	2.933572638	3.855657547	3.239296196	0.009586049	3.050791891	2.65229527	1.389566812	2.207892852	3.188506427	1.084064265	3.239296196	1.762703156	1.831877241	3.685192638	3.843983844	2.799087306	3.933887328	2.630716096	2.821029859	0	4.02266372	2.542670779	3.71735655	1.578536232	2.40599236	2.115477217	3.15596506	3.234194723	2.927264386	2.097610797	0	2.243872149	2.592955291	1.895302621	3.073820233	0	2.765534746	2.667513713	2.385891154	3.726831217	2.597729797	1.831877241	1.810100299	2.90945311	1.845322772	2.992768431	3.531485435	0.948600847	2.598524014	2.656877683	3.913926586	2.207892852	0	1.559083869	2.251971511
CLPTM1	2.270030516	0	2.009586049	1.946106992	2.979415668	1.76836079	2.176322773	1.98550043	0	2.007195501	2.447138342	1.793549123	2.499101764	2.088593923	1.887525271	2.567220918	1.461179281	0.742724863	2.992768431	1.693022247	0	2.404176507	1.900464326	1.578536232	2.146220741	2.212050477	1.461179281	2.015545145	1.398715194	0.659924558	2.225480603	3.109917692	2.681074393	2.30839971	2.230612928	2.161350266	2.086330872	2.244887059	2.559083869	1.887525271	0.565597176	0.739848103	2.468148836	2.597729797	1.481987743	1.509273569	1.762703156	1.831877241	1.310340121	1.321928095	1.514332704	2.416839742	1.887525271	2.114367025	1.271027197	1.542670779	2.096486765	1.578536232	2.391401135	1.915839552	3.222392421	2.199541482	2.797012978	2.372952098	2.567220918	2.599317794	2.243872149	2.367371066	2.161350266	2.358021097	2.352381891	1.734077315	0.884923476	1.807354922	2.289834465	2.081794091	2.114367025	2.07952034	2.641546029	2.174193333	1.807354922	1.475084883	2.655351829	1.318075769	2.656877683	3.126532406	2.485426827	0	2.301587647	0.742724863
CLPX	2.270030516	0	0.995182984	0.635367454	2.31421313	2.710760524	1.915839552	3.560714954	1.03796785	2.252980741	2.172060746	3.029747343	2.720278465	3.220329955	2.850666093	2.341036918	0.812840461	1.396890153	2.117695043	0.019108823	0.799087306	1.973305133	1.900464326	1.578536232	2.146220741	0.701918647	2.531069493	2.207892852	2.112144074	2.088593923	1.762703156	0.009586049	2.380360048	0.748461233	2.019108823	1.461179281	2.265036759	1.461179281	0.009586049	3.242856524	2.448019916	0.739848103	0.736965594	2.597729797	2.378511623	2.716625146	1.762703156	3.100977648	1.310340121	1.321928095	1.953575663	2.722466024	1.115477217	1.810100299	0	2.967168608	1.801848446	2.630716096	3.05600541	3.306456686	3.715161224	0.948600847	1.113255978	0.754174884	1.418639736	3.025619458	2.004800986	1.826463745	1.184809239	2.004800986	1.987927168	1.734077315	3.701918647	0	1.559083869	2.354264077	3.00839127	2.294743266	3.141868716	0.799087306	2.12763328	2.690789548	1.600904045	0	2.088593923	2.672048117	3.668648651	1.443606651	0.946106992	2.251971511
CLTA	2.270030516	2.047305715	2.009586049	2.984893108	2.31421313	2.434739414	2.93797206	3.100977648	1.669026766	2.718087584	1.83052577	2.135315965	3.07153387	1.748461233	2.850666093	2.567220918	2.151642375	3.321447116	3.408711861	2.802537906	1.855989697	2.576925182	2.576925182	2.283921772	2.931052646	2.626049693	3.287373787	3.065802058	3.424026283	2.979415668	3.319521597	3.109917692	3.173660482	2.846660459	3.648465443	2.396890153	3.093672847	3.440952198	3.503348735	2.242856524	3.139687771	3.29130886	3.714428705	3.188506427	3.561529806	3.07153387	2.934830986	2.778208576	1.875780063	1.321928095	2.567220918	3.089159132	2.630716096	3.303537235	2.868555078	2.40780593	3.947354459	3.176322773	2.755599768	3.523561956	3.572081209	2.901751872	3.690044547	2.765534746	3.266036894	2.818305222	3.045559463	3.236747714	2.914564523	2.358021097	2.352381891	2.765534746	2.667513713	2.605652359	3.287866259	3.670915852	3.136956945	2.810100299	2.641546029	2.174193333	2.811471031	2.690789548	2.912649865	2.842643672	2.088593923	2.841302254	3.784503983	2.102098188	3.009586049	2.552541023
CLTB	2.672048117	1.371094152	2.009586049	2.207892852	2.31421313	2.126532406	2.583358615	2.544320516	1.669026766	1.701918647	1.40780593	1.382206107	2.91201108	0	2.559083869	2.341036918	2.151642375	2.835924074	2.310340121	1.693022247	2.793549123	3.121015401	2.742724863	1.578536232	1.887525271	2.212050477	3.554998069	2.765534746	3.054269663	3.151642375	2.881011964	3.306456686	3.570867671	2.672048117	2.019108823	2.581752944	2.992768431	3.12983251	2.114367025	2.807354922	3.139687771	2.995785991	3.714428705	1.967168608	2.94673086	3.389566812	2.569653111	2.59614005	1.310340121	2.881011964	3.172594188	2.416839742	2.420437487	3.161350266	2.610385098	2.161350266	3.643086547	2.088593923	2.91201108	2.600904045	3.02266372	1.972079915	2.207892852	1.807354922	3.152724261	1.385891154	2.871843649	2.592955291	2.161350266	2.004800986	1.492280498	1.359895945	2.667513713	2.605652359	3.469017667	3.297680549	3.136956945	2.647698256	1.987927168	2.641546029	2.605652359	3.07153387	2.070389328	2.320003218	1.004800986	2.31421313	2.938599455	2.102098188	3.705240704	1.90560763
CLTC	7.746267973	7.387959864	7.405652061	7.665667533	7.728101914	6.925920321	7.58099967	7.062855655	7.341185214	7.728101914	7.728101914	7.970738639	8.238436587	7.474571242	7.553104466	7.485265803	7.675980549	7.533719071	7.944585182	7.533719071	7.220071939	7.76880186	7.944585182	7.254493265	8.004407756	7.806452956	7.647746217	7.511963443	7.599615349	7.788207169	7.533719071	7.310764238	7.848706391	7.543444328	7.697176094	7.618605744	7.993032719	7.511963443	7.387959864	8.11280437	7.757578911	7.76880186	7.571322867	7.757578911	8.251987285	6.939069823	7.485265803	8.279842694	7.379233946	7.628579201	7.806452956	7.553104466	7.291186051	7.746267973	7.628579201	7.728101914	7.665667533	7.920134474	7.697176094	8.049739663	7.897926108	7.897926108	7.522882266	7.446090774	7.848706391	7.993032719	7.708049252	7.76880186	7.788207169	8.061668207	7.35061511	7.944585182	8.137605984	7.60856286	7.310764238	8.163062584	8.238436587	7.746267973	7.897926108	7.35061511	7.37045493	6.953575663	8.337324562	7.055065473	7.788207169	7.590611999	8.015693807	7.728101914	7.886204633	7.628579201
CLTCL1	6.162760558	5.894656108	5.894656108	5.715710369	5.725741157	5.443164582	6.069458719	5.320484678	5.924891662	5.677884042	6.052676724	6.28872768	6.142073011	5.602290585	5.735341649	5.725741157	6.058749412	5.731364291	6.0437382	5.939618391	5.703857443	6.001051582	6.280213996	5.773293086	6.173260714	6.089582893	6.062423969	5.906329438	5.77118131	5.756667509	5.884190874	5.892714827	5.7473874	5.818901676	5.858809892	5.958378712	5.950312876	5.776981273	5.787641414	6.213606503	5.975293897	5.953265239	5.950312876	5.911212202	6.374459919	4.739848103	6.030998118	6.003602237	5.657544737	5.955824241	5.861459166	6.040454121	5.451321027	6.06608919	5.848581213	5.832046086	5.917193037	5.94204526	6.103287808	5.779347281	6.320544849	6.096416484	5.944702302	5.80898562	6.271774255	6.138459539	6.148662998	6.001051582	6.062423969	6.400310214	5.787641414	5.953265239	6.265349375	5.884190874	5.555816155	6.079804755	6.209713287	6.173260714	6.268035087	5.987320866	5.569855608	5.407352751	6.106850796	5.52627752	6.103287808	5.813695696	5.776981273	5.922752868	6.268035087	5.735341649
CLU	3.231125158	5.861459166	4.803571478	4.280213996	4.568640195	4.636527954	3.83052577	3.881011964	3.660685273	3.046723866	3.945794957	5.848581213	3.970853654	2.630716096	2.559083869	5.154885602	4.282933963	3.768713657	4.173127433	5.585162861	4.801848446	3.498250868	3.833902077	3.535638273	2.931052646	3.693022247	3.967783436	3.940480005	3.054269663	5.591061009	4.360364277	6.51559472	4.828157646	3.961314631	2.932313192	3.542670779	3.704134202	3.12983251	4.523561956	3.242856524	3.279966472	3.816940971	4.703396061	4.570462931	3.366438791	3.517695631	3.642701572	4.017625027	3.469017667	4.5029246	4.0721058	2.862616696	3.43206858	3.161350266	3.739128015	3.499101764	4.017625027	3.799778087	3.574908836	3.306456686	4.07952034	5.450221496	6.413063715	4.608020669	3.597332524	2.818305222	3.319039816	2.783805848	3.736965594	3.987927168	4.767654798	3.371094152	3.701918647	3.141868716	3.557450937	2.973305133	3.00839127	2.961005868	3.344355094	4.20372321	3.287866259	3.385431037	2.912649865	5.15434557	3.265536913	3.239805352	3.55540717	4.80924293	3.009586049	5.101257864
CLYBL	2.8372705	0	2.322889571	1.312277925	2.31421313	1.329602023	0.578536232	1.141868716	1.03796785	1.701918647	0.748461233	1.382206107	1.30256277	0	0.629162305	0	2.408711861	1.396890153	0	0.019108823	0	0.975752454	0	1.578536232	0.584962501	1.716625146	0	0.429392792	1.803227036	2.088593923	1.762703156	0.009586049	3.056583528	0	0.559083869	1.86393845	0.910732662	2.032100843	0.009586049	0.742724863	0.565597176	0.739848103	0.736965594	0	0.559083869	1.509273569	0	2.59614005	0	1.321928095	1.514332704	0	2.172060746	3.554998069	0	0	1.385891154	2.475084883	0.591360272	1.22650853	1.644625422	0	0	0	0	0	0	0.776805859	0.591360272	0.799087306	1.987927168	0.701918647	2.667513713	0.748461233	3.064652958	1.748461233	2.542670779	1.481987743	1.481987743	0.799087306	2.811471031	2.449781449	0.948600847	0	0	2.088593923	1.450661409	0	2.301587647	0
CMA1	3.520212692	6.082929625	2.801848446	4.51895471	0	1.329602023	3.750606505	0	4.067523994	2.007195501	4.388189537	0	0.629162305	2.630716096	0	0.641546029	4.334377582	0	1.542670779	4.852331831	1.461179281	2.189033824	0	5.864351251	0	4.481557281	0	0.429392792	1.398715194	0	3.93797206	0.009586049	0	2.672048117	0	5.506948857	0	3.587364991	0.009586049	0	0	3.426712033	0.736965594	3.555816155	0	1.054269663	0	0.519374159	1.310340121	1.321928095	0	2.416839742	1.531069493	0	0	0	4.80512045	3.472487771	0	0	0	1.385891154	0	0	0.799087306	0.731183242	3.045559463	0	3.736965594	3.073820233	0	3.09085343	0	4.435850804	0.27897595	2.799778087	0.559083869	0	0	5.703857443	2.605652359	0	0.948600847	4.067523994	0	0	0.754174884	2.554179518	0	2.251971511
CMAS	3.424026283	3.562344198	3.784503983	3.752034916	2.31421313	3.561529806	4.224966365	3.560714954	3.760575809	4.378049147	3.46727948	3.397802962	4.269531917	3.384049807	3.300123725	3.056583528	3.736965594	3.878071355	3.661825593	2.802537906	3.653824359	4.070389328	3.757734459	3.09085343	4.119909464	3.955746762	3.554998069	3.317111079	3.809414444	3.151642375	3.319521597	2.222392421	3.424026283	2.30839971	3.869213392	4.381744813	3.774699222	3.800813638	2.874469118	2.242856524	4.17951105	4.09423607	2.468148836	2.778208576	3.561529806	4.480265122	2.934830986	4.017625027	2.586564605	3.843983844	3.790076931	3.859307002	3.43206858	3.898853277	3.276992863	3.499101764	3.105454595	3.947977788	3.89659478	3.187978837	3.02266372	3.748103377	3.809414444	2.765534746	1.807354922	3.025619458	4.112144074	3.828496187	4.335330799	4.093109404	2.352381891	4.035037329	2.917749985	3.647698256	3.649232222	3.670915852	4.291063232	4.298169515	2.641546029	3.665241156	3.859307002	4.035037329	3.499527024	2.320003218	3.265536913	4.274013114	4.289096702	3.557450937	4.111031312	3.213606503
CMBL	3.824428435	1.371094152	1.605652359	2.984893108	1.826463745	2.434739414	3.394148254	2.544320516	4.151371776	3.303537235	4.027979696	3.96470667	2.253989266	3.525233677	3.806667761	1.318075769	3.102098188	2.835924074	3.661825593	2.802537906	2.610385098	1.710760524	3.033276155	1.976974559	2.146220741	3.693022247	3.287373787	2.765534746	3.632655985	3.800468536	2.597729797	2.222392421	0.429392792	2.494842254	3.15596506	3.888174987	3.296702119	2.603280156	2.114367025	3.396890153	2.201633861	2.385891154	2.704871964	1.967168608	3.761994389	2.716625146	2.765534746	3.100977648	1.875780063	2.275007047	3.883620816	2.722466024	2.630716096	3.431177202	3.276992863	2.805980272	4.017625027	2.294743266	3.499101764	2.40599236	1.644625422	2.199541482	2.797012978	3.069816716	3.692278398	0.731183242	2.871843649	2.938599455	2.161350266	3.073820233	3.436961338	3.692278398	0	3.141868716	2.641546029	4.138049896	2.341036918	3.669782697	2.358021097	3.136410159	3.750606505	2.174193333	3.318075769	2.842643672	1.004800986	3.350497247	0	2.102098188	3.323850407	2.251971511
CMC1	1.722466024	1.371094152	1.605652359	1.312277925	1.826463745	1.76836079	1.197446064	1.141868716	1.03796785	1.701918647	1.40780593	1.793549123	1.698959272	1.748461233	1.59454855	0.641546029	1.461179281	0	1.542670779	0.019108823	0.799087306	0.975752454	1.209973162	1.578536232	1.184809239	1.329602023	1.86393845	1.432959407	0.748461233	1.754174884	1.762703156	0.009586049	1.385891154	0.748461233	1.047305715	1.461179281	1.329602023	1.03796785	1.461179281	0.742724863	2.201633861	1.389566812	0.736965594	1.693022247	1.084064265	1.895302621	1.762703156	1.488857733	0	1.321928095	2.27897595	0.995182984	1.531069493	1.440066294	1.869213392	1.141868716	0.739848103	1.578536232	1.197446064	2.40599236	0.980634675	1.385891154	2.207892852	1.404176507	0.799087306	1.814208593	1.294743266	2.111031312	1.184809239	0.799087306	1.492280498	1.359895945	1.560714954	1.389566812	1.310340121	1.329602023	1.492280498	1.102098188	1.987927168	0.799087306	1.807354922	1.86393845	1.600904045	1.318075769	1.659924558	1.481987743	1.450661409	2.102098188	1.559083869	1.90560763
CMPK1	4.741466986	4.672802468	4.214642922	4.139142019	5.084347785	4.172860835	4.332946573	3.778909424	4.664862048	4.880359013	4.323850407	4.656496371	4.562344198	4.29179999	4.552541023	4.69803322	4.66694591	4.048178049	4.520003104	4.602092589	4.424474255	4.313245852	5.457025121	4.453078536	4.416839742	4.835587271	4.436961338	3.771533487	4.581351247	4.928054427	4.440730773	4.61980425	5.168053628	3.961314631	4.671482096	5.051372102	4.975905274	4.56701805	4.888174987	4.654206378	4.498463639	4.09423607	5.204245075	3.460305714	4.480265122	3.877089818	5.023994551	4.373880175	4.732450113	4.111031312	5.657544737	4.274510166	4.914723964	4.409164613	5.289342665	5.725741157	4.252476214	4.815233841	4.699329526	4.648465443	4.597729797	4.503772745	5.518535139	4.516855634	3.888174987	5.068240861	4.174725988	4.672802468	4.700809593	4.916795085	4.767654798	5.195872501	5.289342665	4.630716096	3.942983598	4.820008723	4.525442506	4.975905274	4.61980425	5.621758857	4.770124261	3.844653463	4.681074393	4.154885602	5.148934105	4.611959233	5.414135533	5.485748821	3.705240704	4.464450452
